Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
0;;CERPE;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CERPE;Terminale;Lycéens de Terminale;F;Créteil
0;;CESI Ecole d’Ingénieurs;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
8;8;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
14;15;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Non scolarisés;F;Versailles
5;4;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Non scolarisés;M;Versailles
0;1;CESI Ecole d’Ingénieurs;Master;Etudiants (réorientation, mise à niveau);F;Versailles
1;;CESI Ecole d'ingénieurs - Cycle préparatoire technologique;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA ACADEMIQUE DE CRETEIL;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;1;CFA ACADEMIQUE DE CRETEIL;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA ACADEMIQUE DE CRETEIL;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;CFA ACADEMIQUE DE CRETEIL;Etudes de santé;Non scolarisés;F;Créteil
0;1;CFA ACADEMIQUE DE CRETEIL;Terminale;Lycéens de Terminale;M;Créteil
1;1;CFA AFIA INFORMATIQUE;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA AFIPE - VENTE COMMERCE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA AFIPE - VENTE COMMERCE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
3;11;CFA AFIPE - VENTE COMMERCE;Terminale;Lycéens de Terminale;F;Versailles
4;10;CFA AFIPE - VENTE COMMERCE;Terminale;Lycéens de Terminale;M;Versailles
0;;CFA AFORPA - METIERS AUTOMOBILE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;CFA AFORPA Saint Maurice des métiers de l'auto;Première;Autres;M;Créteil
0;;CFA AFORPA Saint Maurice des métiers de l'auto;Terminale;Lycéens de Terminale;M;Créteil
0;;CFA AFORPA Saint Maurice des métiers de l'auto;Terminale;Non scolarisés;M;Créteil
0;;CFA AGEFA-PME;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA AGEFA-PME;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;;CFA AGEFA-PME;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA Agricole Sully Forges;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;3;CFA Agricole Sully Forges;Terminale;Lycéens de Terminale;F;Créteil
0;;CFA All Technics Communication;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;CFA All Technics Communication;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA All Technics Communication;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA All Technics Communication;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;Terminale;Lycéens de Terminale;F;Versailles
0;;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;Terminale;Lycéens de Terminale;M;Versailles
1;1;CFA Association IMC Alternance;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
6;3;CFA Association IMC Alternance;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
6;2;CFA Association IMC Alternance;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA Association IMC Alternance;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;1;CFA Association IMC Alternance;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;CFA ASSOCIATION TRAJECTOIRE;Autre formation du secondaire;Autres;F;Versailles
3;1;CFA ASSOCIATION TRAJECTOIRE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA ASSOCIATION TRAJECTOIRE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;CFA ASSOCIATION TRAJECTOIRE;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA ASSOCIATION TRAJECTOIRE;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA ASSOCIATION TRAJECTOIRE;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA ASSOCIATION TRAJECTOIRE;Première;Autres;F;Versailles
0;;CFA BATIMENT ET TRAVAUX PUBLICS;Autre formation du secondaire;Non scolarisés;F;Créteil
0;1;CFA BATIMENT ET TRAVAUX PUBLICS;Terminale;Lycéens de Terminale;M;Créteil
1;1;CFA Bélliard ALIMENTATION-HOTELLERIE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;1;CFA Bélliard ALIMENTATION-HOTELLERIE;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA Bélliard ALIMENTATION-HOTELLERIE;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA BIJOUTERIE-JOAILLERIE DE PARIS;Autre formation du secondaire;Autres;F;Paris
1;1;CFA BIJOUTERIE-JOAILLERIE DE PARIS;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;;CFA BIJOUTERIE-JOAILLERIE DE PARIS;Terminale;Non scolarisés;M;Paris
1;1;CFA BOULANGERIE ET PATISSERIE;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA BOULANGERIE ET PATISSERIE;Terminale;Lycéens de Terminale;F;Paris
0;;CFA C3CFA INST SUP FRANCILIEN;Autre formation du supérieur;Non scolarisés;F;Versailles
4;4;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;1;CFA C3CFA INST SUP FRANCILIEN;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA C3CFA INST SUP FRANCILIEN;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
2;3;CFA CAMAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA CAMAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;2;CFA CAMAS;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
2;;CFA CAMAS;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;CFA CAMAS;Formations professionnelles;Non scolarisés;F;Créteil
0;;CFA CCIP GOBELINS ECOLE DE L IMAGE;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;;CFA CESFA - BTP;DCG;Non scolarisés;F;Versailles
0;;CFA CESFA - BTP;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA CEZ Rambouillet;Autre formation du secondaire;Autres;M;Versailles
1;1;CFA CEZ Rambouillet;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CEZ Rambouillet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA CEZ Rambouillet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CEZ Rambouillet;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA CEZ Rambouillet;Première;Autres;F;Versailles
7;4;CFA CEZ Rambouillet;Terminale;Lycéens de Terminale;F;Versailles
0;;CFA CEZ Rambouillet;Terminale;Lycéens de Terminale;M;Versailles
0;;CFA CEZ Rambouillet;Terminale;Non scolarisés;F;Versailles
0;;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;CFA CFAI MECAVENIR;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA CFA INGENIEURS 2000;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA CF Métiers du Bâtiment et des Travaux publics;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;CFA CF Métiers du Bâtiment et des Travaux publics;Terminale;Lycéens de Terminale;M;Versailles
0;;CFA CFPP PHARMACIE PARIS-IDF;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;1;CFA CFPP PHARMACIE PARIS-IDF;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
2;2;CFA CFPP PHARMACIE PARIS-IDF;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA CFPP PHARMACIE PARIS-IDF;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA CFPP PHARMACIE PARIS-IDF;Prépa formation paramédicale (prépa orthophoniste, ...);Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA CFPP PHARMACIE PARIS-IDF;Terminale;Etudiants (réorientation, mise à niveau);M;Paris
1;1;CFA CHBRE DE METIERS CERGY;Autre formation du secondaire;Autres;F;Versailles
1;1;CFA CHBRE DE METIERS CERGY;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA CHBRE DE METIERS CERGY;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CHBRE DE METIERS CERGY;Terminale;Lycéens de Terminale;F;Versailles
1;1;CFA CHBRE DE METIERS CERGY;Terminale;Lycéens de Terminale;M;Versailles
0;;CFA CHBRE DE METIERS DES YVELINES;Autre formation du secondaire;Autres;F;Versailles
0;1;CFA CHBRE DE METIERS DES YVELINES;Autre formation du secondaire;Autres;M;Versailles
1;1;CFA CHBRE DE METIERS DES YVELINES;Autre formation du secondaire;Non scolarisés;F;Versailles
0;;CFA CHBRE DE METIERS DES YVELINES;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CHBRE DE METIERS DES YVELINES;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CHBRE DE METIERS DES YVELINES;Première;Autres;F;Versailles
0;;CFA CHBRE DE METIERS DES YVELINES;Terminale;Lycéens de Terminale;F;Versailles
1;1;CFA CIFCA COMMERCES DE L''ALIMENTATION;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;Terminale;Lycéens de Terminale;F;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;Terminale;Lycéens de Terminale;M;Paris
1;2;CFA CMA DU VAL DE MARNE;Autre formation du secondaire;Autres;F;Créteil
0;;CFA CMA DU VAL DE MARNE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA CMA DU VAL DE MARNE;Première;Autres;F;Créteil
1;1;CFA CMA DU VAL DE MARNE;Terminale;Lycéens de Terminale;F;Créteil
1;1;CFA CMA DU VAL DE MARNE;Terminale;Lycéens de Terminale;M;Créteil
0;;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Autre formation du supérieur;Non scolarisés;F;Paris
1;1;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Autre formation du supérieur;Non scolarisés;M;Paris
7;6;CFA CODIS COMMERCE DISTRIBUTION SERVICES;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;;CFA CODIS COMMERCE DISTRIBUTION SERVICES;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
3;3;CFA CODIS COMMERCE DISTRIBUTION SERVICES;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
0;1;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Paris
4;4;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Terminale;Lycéens de Terminale;F;Paris
6;6;CFA CODIS COMMERCE DISTRIBUTION SERVICES;Terminale;Lycéens de Terminale;M;Paris
0;;CFA COGEFI Formation SA;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
3;1;CFA COGEFI Formation SA;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
3;2;CFA COGEFI Formation SA;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA COMPAGNONS DU DEVOIR;Autre formation du secondaire;Autres;M;Créteil
1;1;CFA COMPAGNONS DU DEVOIR;Autre formation du secondaire;Autres;M;Paris
0;1;CFA COMPAGNONS DU DEVOIR;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
2;2;CFA COMPAGNONS DU DEVOIR;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA COMPAGNONS DU DEVOIR;Première;Autres;M;Paris
0;1;CFA COMPAGNONS DU DEVOIR;Terminale;Lycéens de Terminale;F;Créteil
1;1;CFA COMPAGNONS DU TOUR DE FRANCE;Autre formation du secondaire;Autres;M;Créteil
0;;CFA COMPAGNONS DU TOUR DE FRANCE;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA COMPAGNONS DU TOUR DE FRANCE;Terminale;Lycéens de Terminale;M;Créteil
0;;CFA COUTURE-HABILLEMENT;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;CFA CTRE EUR.FORM.ALTERN.ET APPREN;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
0;1;CFA CTRE EUR.FORM.ALTERN.ET APPREN;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Créteil
0;1;CFA CTRE EUR.FORM.ALTERN.ET APPREN;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Créteil
1;1;CFA CTRE EUR.FORM.ALTERN.ET APPREN;Terminale;Lycéens de Terminale;M;Créteil
0;;CFA DE LA CARROSSERIE FFC;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA DE LA CARROSSERIE FFC;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;CFA DE LA CARROSSERIE FFC;Terminale;Lycéens de Terminale;M;Versailles
0;;CFA DE LA CHIMIE AFI 24;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;CFA Delepine - Eco-Campus du Bâtiment;Autre formation du secondaire;Autres;M;Créteil
0;;CFA Delepine - Eco-Campus du Bâtiment;Autre formation du supérieur;Non scolarisés;M;Créteil
0;;CFA Delepine - Eco-Campus du Bâtiment;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA Delepine - Eco-Campus du Bâtiment;Terminale;Lycéens de Terminale;F;Créteil
4;11;CFA Delepine - Eco-Campus du Bâtiment;Terminale;Lycéens de Terminale;M;Créteil
0;;CFA des Métiers de la Communication et de la Création Numérique.;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA des Métiers de la Communication et de la Création Numérique.;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;CFA des Métiers de la Communication et de la Création Numérique.;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;1;CFA des Métiers de la Communication et de la Création Numérique.;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;CFA des Métiers de la Communication et de la Création Numérique.;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
0;1;CFA des Métiers de la Communication et de la Création Numérique.;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;CFA des Métiers de la Communication et de la Création Numérique.;Formations d'art, de design et du spectacle vivant;Non scolarisés;F;Créteil
0;;CFA des Métiers de la Communication et de la Création Numérique.;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;CFA des Métiers de la Communication et de la Création Numérique.;Terminale;Lycéens de Terminale;F;Créteil
0;;CFA des Métiers de la Communication et de la Création Numérique.;Terminale;Lycéens de Terminale;M;Créteil
0;1;CFA DES METIERS DU BATIMENT AFOBAT;Terminale;Lycéens de Terminale;M;Versailles
