Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
4;3;CENTRE MEDICAL PEDAGOGIQUE JACQUES ARNAUD;Terminale;Lycéens de Terminale;F;Versailles
0;;CENTRE MEDICAL PEDAGOGIQUE JACQUES ARNAUD;Terminale;Lycéens de Terminale;M;Versailles
3;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
5;3;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Certificats de spécialisation et FCIL;Non scolarisés;M;Paris
1;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Paris
5;5;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;DCG;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;DCG;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
0;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
1;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
4;3;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Formations professionnelles;Non scolarisés;F;Paris
3;2;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Licence professionnelle;Non scolarisés;M;Paris
1;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Master;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Master;Etudiants (réorientation, mise à niveau);M;Paris
1;;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Centre Régional du Conservatoire National des Arts et Métiers d Ile-de-France;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Paris
1;1;CEPROC Centre européen des professions culinaires;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CEPROC Centre européen des professions culinaires;Première;Autres;F;Paris
1;1;CEPROC Centre européen des professions culinaires;Terminale;Etudiants (réorientation, mise à niveau);M;Paris
1;;CERFAL-UFA Campus Montsouris;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
6;4;CERFAL-UFA Campus Montsouris;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
4;3;CERFAL-UFA Campus Montsouris;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;CERFAL-UFA Campus Montsouris;BTS - BTSA - BTSM;Non scolarisés;F;Paris
5;3;CERFAL-UFA Campus Montsouris;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;CERFAL-UFA Campus Montsouris;DCG;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CERFAL-UFA Campus Montsouris;DCG;Etudiants (réorientation, mise à niveau);M;Paris
0;;CERFAL-UFA Campus Montsouris;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
0;1;CERFAL-UFA Campus Montsouris;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Paris
2;1;CERFAL-UFA Campus Montsouris;Terminale;Lycéens de Terminale;F;Paris
2;1;CERFAL-UFA Campus Montsouris;Terminale;Lycéens de Terminale;M;Paris
4;2;CERPE;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;CERPE;Formations diplômantes du travail social;Non scolarisés;F;Créteil
1;1;CERPE;Terminale;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;CESI Ecole d’Ingénieurs;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;CESI Ecole d’Ingénieurs;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CESI Ecole d’Ingénieurs;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;;CESI Ecole d’Ingénieurs;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
11;11;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
13;15;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Non scolarisés;F;Versailles
4;3;CESI Ecole d’Ingénieurs;Formations des écoles d'ingénieurs;Non scolarisés;M;Versailles
0;;CESI Ecole d’Ingénieurs;Master;Etudiants (réorientation, mise à niveau);F;Versailles
1;;CESI Ecole d'ingénieurs - Cycle préparatoire technologique;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA ACADEMIQUE DE CRETEIL;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA ACADEMIQUE DE CRETEIL;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA ACADEMIQUE DE CRETEIL;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA ACADEMIQUE DE CRETEIL;Terminale;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA ACADEMIQUE DE CRETEIL;Terminale;Etudiants (réorientation, mise à niveau);M;Créteil
2;2;CFA ACADEMIQUE DE CRETEIL;Terminale;Lycéens de Terminale;M;Créteil
2;2;CFA AFIPE - VENTE COMMERCE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;CFA AFIPE - VENTE COMMERCE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA AFIPE - VENTE COMMERCE;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;CFA AFIPE - VENTE COMMERCE;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;1;CFA AFIPE - VENTE COMMERCE;Terminale;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;CFA AFIPE - VENTE COMMERCE;Terminale;Etudiants (réorientation, mise à niveau);M;Versailles
6;13;CFA AFIPE - VENTE COMMERCE;Terminale;Lycéens de Terminale;F;Versailles
5;17;CFA AFIPE - VENTE COMMERCE;Terminale;Lycéens de Terminale;M;Versailles
1;1;CFA AFORPA - METIERS AUTOMOBILE;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;1;CFA AFORPA - METIERS AUTOMOBILE;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;CFA AFORPA - METIERS AUTOMOBILE;Terminale;Lycéens de Terminale;M;Créteil
0;;CFA AFORPA Saint Maurice des métiers de l'auto;Terminale;Lycéens de Terminale;F;Créteil
0;;CFA AFORPA Saint Maurice des métiers de l'auto;Terminale;Lycéens de Terminale;M;Créteil
1;;CFA Aforp Formation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA Aforp Formation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA Aforp Formation;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;;CFA Aforp Formation;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;CFA Aforp Formation;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Créteil
1;;CFA Aforp Formation;Première;Non scolarisés;M;Créteil
0;;CFA Aforp Formation;Terminale;Lycéens de Terminale;F;Créteil
2;1;CFA Aforp Formation;Terminale;Lycéens de Terminale;M;Créteil
1;1;CFA AGEFA-PME;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA AGEFA-PME;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
5;6;CFA Agricole Sully Forges;Terminale;Lycéens de Terminale;F;Créteil
0;;CFA Agricole Sully Forges;Terminale;Lycéens de Terminale;M;Créteil
1;1;CFA All Technics Communication;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;1;CFA All Technics Communication;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;CFA All Technics Communication;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
1;;CFA All Technics Communication;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA All Technics Communication;Terminale;Etudiants (réorientation, mise à niveau);F;Créteil
1;;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
3;2;CFA Association IMC Alternance;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;;CFA Association IMC Alternance;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;CFA Association IMC Alternance;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
4;3;CFA Association IMC Alternance;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
1;1;CFA ASSOCIATION TRAJECTOIRE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;CFA ASSOCIATION TRAJECTOIRE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA ASSOCIATION TRAJECTOIRE;Certificats de spécialisation et FCIL;Non scolarisés;F;Versailles
1;;CFA ASSOCIATION TRAJECTOIRE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA ASSOCIATION TRAJECTOIRE;Terminale;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA BATIMENT ET TRAVAUX PUBLICS;Autre formation du secondaire;Autres;M;Créteil
0;;CFA BATIMENT ET TRAVAUX PUBLICS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA BATIMENT ET TRAVAUX PUBLICS;Terminale;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;CFA BATIMENT ET TRAVAUX PUBLICS;Terminale;Lycéens de Terminale;M;Créteil
1;1;CFA Bélliard ALIMENTATION-HOTELLERIE;Autre formation du secondaire;Autres;F;Paris
0;;CFA Bélliard ALIMENTATION-HOTELLERIE;Formations aux métiers de l'hôtellerie restauration;Etudiants (réorientation, mise à niveau);F;Paris
1;;CFA Bélliard ALIMENTATION-HOTELLERIE;Formations aux métiers de l'hôtellerie restauration;Etudiants (réorientation, mise à niveau);M;Paris
1;1;CFA Bélliard ALIMENTATION-HOTELLERIE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA Bélliard ALIMENTATION-HOTELLERIE;Formations professionnelles;Non scolarisés;F;Paris
1;;CFA Bélliard ALIMENTATION-HOTELLERIE;Terminale;Lycéens de Terminale;F;Paris
0;;CFA Bélliard ALIMENTATION-HOTELLERIE;Terminale;Lycéens de Terminale;M;Paris
1;1;CFA Bélliard ALIMENTATION-HOTELLERIE;Terminale;Non scolarisés;F;Paris
2;2;CFA BIJOUTERIE-JOAILLERIE DE PARIS;Autre formation du secondaire;Autres;F;Paris
1;1;CFA BOULANGERIE ET PATISSERIE;Autre formation du secondaire;Autres;F;Paris
1;1;CFA BOULANGERIE ET PATISSERIE;Autre formation du secondaire;Non scolarisés;F;Paris
1;1;CFA BOULANGERIE ET PATISSERIE;Autre formation du secondaire;Non scolarisés;M;Paris
1;1;CFA BOULANGERIE ET PATISSERIE;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
1;;CFA BOULANGERIE ET PATISSERIE;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA BOULANGERIE ET PATISSERIE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA BOULANGERIE ET PATISSERIE;Terminale;Lycéens de Terminale;M;Paris
1;;CFA C3CFA INST SUP FRANCILIEN;Autre formation du supérieur;Non scolarisés;F;Versailles
1;;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
4;;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;;CFA C3CFA INST SUP FRANCILIEN;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;CFA C3CFA INST SUP FRANCILIEN;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA C3CFA INST SUP FRANCILIEN;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA C3CFA INST SUP FRANCILIEN;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA CAMAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA CAMAS;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA CAMAS;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Créteil
0;;CFA CAMAS;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA CCIP GOBELINS ECOLE DE L IMAGE;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA CCIP GOBELINS ECOLE DE L IMAGE;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA CCIP GOBELINS ECOLE DE L IMAGE;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA CCIP GOBELINS ECOLE DE L IMAGE;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA CESFA - BTP;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CESFA - BTP;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CEZ Rambouillet;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA CEZ Rambouillet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA CEZ Rambouillet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA CEZ Rambouillet;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;;CFA CEZ Rambouillet;Formations aux métiers du sport;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA CEZ Rambouillet;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;CFA CEZ Rambouillet;Formations professionnelles;Non scolarisés;F;Versailles
7;3;CFA CEZ Rambouillet;Terminale;Lycéens de Terminale;F;Versailles
3;2;CFA CEZ Rambouillet;Terminale;Lycéens de Terminale;M;Versailles
1;;CFA CFAI MECAVENIR;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
3;3;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;CFA CFAI MECAVENIR;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;CFA CFAI MECAVENIR;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA CF Métiers du Bâtiment et des Travaux publics;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;CFA CF Métiers du Bâtiment et des Travaux publics;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;CFA CF Métiers du Bâtiment et des Travaux publics;Terminale;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;CFA CF Métiers du Bâtiment et des Travaux publics;Terminale;Lycéens de Terminale;M;Versailles
1;2;CFA CFPP PHARMACIE PARIS-IDF;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA CFPP PHARMACIE PARIS-IDF;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;1;CFA CFPP PHARMACIE PARIS-IDF;Formations professionnelles;Non scolarisés;F;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;1;CFA CIFCA COMMERCES DE L''ALIMENTATION;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;CFA CIFCA COMMERCES DE L''ALIMENTATION;Première;Autres;M;Paris
2;1;CFA CIFCA COMMERCES DE L''ALIMENTATION;Terminale;Lycéens de Terminale;F;Paris
1;1;CFA CIFCA COMMERCES DE L''ALIMENTATION;Terminale;Lycéens de Terminale;M;Paris
0;;CFA CMA DU VAL DE MARNE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA CMA DU VAL DE MARNE;Première;Autres;M;Créteil
1;1;CFA CMA DU VAL DE MARNE;Terminale;Etudiants (réorientation, mise à niveau);F;Créteil
0;;CFA CMA DU VAL DE MARNE;Terminale;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;CFA CMA DU VAL DE MARNE;Terminale;Lycéens de Terminale;F;Créteil
